stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
1131101,,"Arrêt ANADOR A","",5.408231,-4.016317,,,0,AF001,,,
1131100,,"Arrêt ANADOR R","",5.408956,-4.016064,,,0,AF001,,,
1131500,,"Abobo Gendarmerie","",5.426531,-4.019892,,,0,AF005,,,
1131600,,"Arret Mouton ANADOR  R","",5.4048,-4.0174,,,0,AF006,,,
1131601,,"Arret Mouton ANADOR A","",5.406097,-4.017,,,0,AF006,,,
1131700,,"Arret Chateau FILTISAC R","",5.3957,-4.020697,,,0,AF007,,,
1131701,,"Arret Chateau FILTISAC A","",5.3956,-4.021097,,,0,AF007,,,
1133000,,"Eglise Universelle Sagbe R","",5.415278,-4.024078,,,0,AH003,,,
1133001,,"Eglise Universelle Sagbe A","",5.414994,-4.023986,,,0,AH003,,,
1133100,,"21e Arrondissement R","",5.419894,-4.023964,,,0,AH004,,,
1133101,,"21e Arrondissement A","",5.419653,-4.023864,,,0,AH004,,,
1133200,,"Epp Agnikro Bad R","",5.424792,-4.023242,,,0,AH005,,,
1133201,,"Epp Agnikro BAD A","",5.424989,-4.022544,,,0,AH005,,,
1137100,,"43e BIMA R","",5.258517,-3.958028,,,0,BA019,,,
1137101,,"43e BIMA A","",5.258553,-3.958461,,,0,BA019,,,
1137300,,"Carrefour Akwaba A","",5.268992,-3.961861,,,0,BA021,,,
1137301,,"Carrefour Akwaba R","",5.266442,-3.962733,,,0,BA021,,,
1139000,,"Lycée Moderne de Port-Bouet A","",5.256125,-3.957858,,,0,BE001,,,
1139001,,"Lycée Moderne Port-Bouet R","",5.255958,-3.957744,,,0,BE001,,,
1139100,,"Parmacie Ocean A","",5.256889,-3.961219,,,0,BE002,,,
1139101,,"Pharmacie Ocean R","",5.2567,-3.961083,,,0,BE002,,,
1139200,,"Marche Port-Bouet A","",5.257542,-3.96405,,,0,BE003,,,
1139201,,"Marché Port-Bouet R","",5.257433,-3.963919,,,0,BE003,,,
1139300,,"Mairie Port-Bouet A","",5.258714,-3.965733,,,0,BE004,,,
1139301,,"Mairie Port-Bouet R","",5.258494,-3.965739,,,0,BE004,,,
1139400,,"EPP Selmer A","",5.257397,-3.970094,,,0,BE005,,,
1139401,,"EPP Selmer R","",5.257456,-3.969783,,,0,BE005,,,
1139600,,"Epp Petit Bassam A","",5.256917,-3.977508,,,0,BE007,,,
1139601,,"EPP Petit Bassam R","",5.256731,-3.97735,,,0,BE007,,,
1140000,,"SODECI Vridi Cité R","",5.259631,-3.981908,,,0,BH001,,,
1140001,,"SODECI Vridi Cité A","",5.259469,-3.981764,,,0,BH001,,,
1140100,,"Pharmacie Vridi SIR R","",5.262264,-3.982517,,,0,BH002,,,
1140101,,"Pharmacie Vridi SIR A","",5.262433,-3.982589,,,0,BH002,,,
1140201,,"Foyer Polyvalent R","",5.264639,-3.984969,,,0,BH003,,,
1140200,,"Foyer Polyvalent A","",5.264433,-3.984942,,,0,BH003,,,
1140300,,"Terminus 53","",5.266639,-3.987333,,,0,BH004,,,
1140400,,"SIB Vridi Cité","",5.258325,-3.982283,,,0,BI001,,,
1140500,,"CIE Vridi Cité A","",5.257925,-3.984431,,,0,BI002,,,
1140501,,"CIE Vridi Cité R","",5.257853,-3.984128,,,0,BI002,,,
1140600,,"Arrêt SIR A","",5.256189,-3.995183,,,0,BI003,,,
1140601,,"Arrêt SIR R","",5.256114,-3.994786,,,0,BI003,,,
1140800,,"Vridi Iran A","",5.257497,-3.997586,,,0,BI005,,,
1140801,,"Vridi Iran R","",5.257144,-3.997622,,,0,BI005,,,
1140900,,"GESTOCI R","",5.264967,-3.999944,,,0,BI006,,,
1140901,,"GESTOCI A","",5.264706,-3.999944,,,0,BI006,,,
1141000,,"CPMA R","",5.267814,-4.00315,,,0,BI007,,,
1141001,,"CPMA A","",5.267775,-4.003325,,,0,BI007,,,
1141100,,"Pont de Vridi R","",5.270503,-4.006039,,,0,BI008,,,
1141101,,"Pont de Vridi A","",5.270597,-4.006306,,,0,BI008,,,
1143100,,"CERAO R","",5.384839,-3.992978,,,0,CA009,,,
1143101,,"CERAO A","",5.385019,-3.993192,,,0,CA009,,,
1143200,,"Las PALMAS R","",5.381408,-3.993528,,,0,CA010,,,
1143201,,"Las PALMAS A","",5.381208,-3.994064,,,0,CA010,,,
1143300,,"Carrefour Duncan R","",5.378753,-3.996039,,,0,CA011,,,
1143301,,"Carrefour Duncan A","",5.377492,-3.9978,,,0,CA011,,,
1143400,,"Carrefour Gobelet R","",5.375556,-3.998278,,,0,CA012,,,
1143401,,"Carrefour Gobelet A","",5.375289,-3.998581,,,0,CA012,,,
1143500,,"SOCOCE 2 Pltx R","",5.372569,-3.998283,,,0,CA013,,,
1143501,,"SOCOCE 2 Pltx A","",5.371878,-3.998419,,,0,CA013,,,
1143600,,"Station Mobile R","",5.367678,-3.998031,,,0,CA014,,,
1143601,,"Station Mobile A","",5.367564,-3.998314,,,0,CA014,,,
1143700,,"Farandole R","",5.365383,-3.997306,,,0,CA015,,,
1143701,,"Farandole A","",5.36495,-3.997581,,,0,CA015,,,
1143800,,"ENA R","",5.361378,-3.997306,,,0,CA016,,,
1143801,,"ENA A","",5.360883,-3.997764,,,0,CA016,,,
1143900,,"Eglise St Jacques R","",5.357389,-4.001139,,,0,CA017,,,
1143901,,"Eglise St Jacques A","",5.357894,-4.001328,,,0,CA017,,,
1144000,,"Hotel palm club","",5.352658,-4.001778,,,0,CA018,,,
1144001,,"Cite CNPS","",5.3518,-4.002181,,,0,CA018,,,
1144100,,"Carrefour RTI A","",5.345014,-4.002953,,,0,CA019,,,
1144101,,"Carrefour RTI R","",5.344381,-4.002694,,,0,CA019,,,
1144200,,"RTI R","",5.340367,-4.003247,,,0,CA020,,,
1144201,,"RTI A","",5.342431,-4.003356,,,0,CA020,,,
1144300,,"CIE Cocody St-Jean","",5.338514,-4.003583,,,0,CA021,,,
1144301,,"Arret CIE","",5.338514,-4.003842,,,0,CA021,,,
1144400,,"Cité Rouge Cocody R","",5.336608,-4.003733,,,0,CA022,,,
1144401,,"Cité Rouge Cocody A","",5.336794,-4.004081,,,0,CA022,,,
1145100,,"La Vie A","",5.349264,-4.002186,,,0,CA030,,,
1145101,,"La Vie R","",5.349192,-4.002439,,,0,CA030,,,
1145600,,"T angre glacier les OSCAR","",5.391797,-3.9915,,,0,CA035,,,
1150001,,"Arret barrage Palmeraie","",5.360614,-3.96035,,,0,CF007,,,
1150000,,"Arrêt apres barrage","",5.361642,-3.958139,,,0,CF007,,,
1150101,,"Supermarché Smd R","",5.359564,-3.962042,,,0,CF008,,,
1150100,,"Supermarché Smd A","",5.358464,-3.963472,,,0,CF008,,,
1150200,,"CAP NORD","",5.356767,-3.966778,,,0,CF009,,,
1150201,,"Station Total riviera 3","",5.3574,-3.965992,,,0,CF009,,,
1150300,,"Carrefour Riviera 2 R","",5.35315,-3.978106,,,0,CF010,,,
1150301,,"Carrefour riviera 2 A","",5.353156,-3.979314,,,0,CF010,,,
1150400,,"Ecole de police R","",5.350294,-3.987978,,,0,CF011,,,
1150401,,"Ecole de police A","",5.350456,-3.988125,,,0,CF011,,,
1150500,,"Ecole gendarmerie R","",5.349253,-3.994336,,,0,CF012,,,
1150501,,"Ecole de gendarmerie A","",5.349394,-3.993933,,,0,CF012,,,
1150600,,"Carrefour la vie R","",5.348556,-4.001794,,,0,CF013,,,
1150601,,"Carrefour la vie A","",5.348542,-4.002939,,,0,CF013,,,
1150700,,"Pont Lycée technique R","",5.347819,-4.009533,,,0,CF014,,,
1150701,,"Pont Lycee Technique A","",5.347892,-4.010092,,,0,CF014,,,
1151000,,"Carrefour Commissariat RIV3","",5.359322,-3.961914,,,0,CF017,,,
1151100,,"Gare Campus","",5.345917,-3.993522,,,0,CG001,,,
1151201,,"INSAAC A","",5.344867,-3.997989,,,0,CG002,,,
1151200,,"INSAAC R","",5.344992,-3.997536,,,0,CG002,,,
1151300,,"ISTC R","",5.343697,-4.001289,,,0,CG003,,,
1151301,,"ISTC A","",5.34385,-4.000806,,,0,CG003,,,
1153800,,"Carrefour lycee classique A","",5.335953,-4.004717,,,0,CJ001,,,
1153801,,"Carrefour Lycée Classique R","",5.336156,-4.004633,,,0,CJ001,,,
1161700,,"O'good food","",5.363469,-3.959711,,,0,CR032,,,
1161800,,"Carrefour palmeraie","",5.361708,-3.959206,,,0,CR033,,,
1161900,,"Pharmacie palmeraie","",5.363619,-3.959667,,,0,CR034,,,
1162000,,"Station Petroci","",5.362906,-3.959456,,,0,CR035,,,
1168200,,"MACACI R","",5.377347,-4.025628,,,0,DA001,,,
1168201,,"MACACI A","",5.376517,-4.026397,,,0,DA001,,,
1168300,,"Future Gare Routière R","",5.368753,-4.029114,,,0,DA002,,,
1168301,,"Future gare routiere A","",5.371078,-4.029128,,,0,DA002,,,
1168400,,"Gare Nord","",5.358856,-4.027722,,,0,DA003,,,
1168600,,"Mosquée Adjamé R","",5.353333,-4.025731,,,0,DA005,,,
1168601,,"Mosquée Adjamé A","",5.353514,-4.025925,,,0,DA005,,,
1168700,,"Pharmacie Banco R","",5.351486,-4.025303,,,0,DA006,,,
1168701,,"Pharmacie Banco A","",5.350506,-4.0255,,,0,DA006,,,
1168800,,"EPP Satigui","",5.347717,-4.025617,,,0,DA007,,,
1168801,,"Dispensaire Adjamé","",5.348489,-4.025669,,,0,DA007,,,
1168900,,"Forum","",5.345497,-4.025867,,,0,DA008,,,
1169000,,"Mairie Adjamé R","",5.343164,-4.02595,,,0,DA009,,,
1169001,,"Mairie Adjamé A","",5.343447,-4.026039,,,0,DA009,,,
1169100,,"INSP R","",5.337881,-4.025731,,,0,DA010,,,
1169101,,"INSP A","",5.338572,-4.026033,,,0,DA010,,,
1169200,,"Pharmacie Santé","",5.341122,-4.026158,,,0,DA011,,,
1169300,,"Université Nangui Abrogoua","",5.393575,-4.020658,,,0,DA012,,,
1169301,,"Arrêt FILTISAC","",5.390764,-4.020953,,,0,DA012,,,
1169400,,"Entree Principale Prefecture","",5.385556,-4.021028,,,0,DA013,,,
1169500,,"Station Shell Prefecture de Police R","",5.383842,-4.021742,,,0,DA014,,,
1169501,,"Station Shell Prefecture de Police A","",5.384478,-4.021792,,,0,DA014,,,
1169600,,"SONITRA R","",5.381197,-4.023697,,,0,DA015,,,
1169601,,"SONITRA","",5.381097,-4.023697,,,0,DA015,,,
1169700,,"SODECI route macassi R","",5.373956,-4.027642,,,0,DA016,,,
1169701,,"SODECI route macassi A","",5.373697,-4.0281,,,0,DA016,,,
1169800,,"Mirador Adjamé","",5.356717,-4.025069,,,0,DB001,,,
1169900,,"Super Marché Bon Prix Adjamé","",5.355922,-4.021381,,,0,DB002,,,
1169901,,"Eglise Universelle","",5.355553,-4.020311,,,0,DB002,,,
1170000,,"Station Corlay Renault A","",5.354267,-4.017914,,,0,DB003,,,
1170001,,"Station Corlay Renault R","",5.353769,-4.017583,,,0,DB003,,,
1170100,,"Adjamé Liberté A","",5.353508,-4.015339,,,0,DB004,,,
1170101,,"Adjamé Liberté R","",5.353389,-4.015806,,,0,DB004,,,
1171100,,"Pharmacie Reboul R","",5.341769,-4.023189,,,0,DC010,,,
1171101,,"Pharmacie Reboul A","",5.341814,-4.022958,,,0,DC010,,,
1172400,,"Ecole de la  Marine R","",5.344372,-4.037644,,,0,EC001,,,
1172401,,"Ecole de la marine A","",5.344606,-4.038014,,,0,EC001,,,
1174200,,"Terminus Akromiabla","",5.311717,-3.951569,,,0,KA001,,,
1174300,,"Carrefour Pinasse","",5.31305,-3.952044,,,0,KA002,,,
1174400,,"Ancien Terminus 32","",5.311081,-3.948269,,,0,KA003,,,
1174500,,"Mamie Adjoua","",5.309494,-3.948514,,,0,KA004,,,
1174600,,"Pharmacie St Paul","",5.309597,-3.949797,,,0,KA005,,,
1174700,,"Terminus KNE","",5.310956,-3.944831,,,0,KB001,,,
1174800,,"Pharmacie FANY A","",5.309897,-3.947336,,,0,KB002,,,
1174801,,"Pharmacie Fany R","",5.309739,-3.947061,,,0,KB002,,,
1174900,,"Collège Bon Samaritain A","",5.307744,-3.946694,,,0,KB004,,,
1174901,,"Collège Bon Samaritain R","",5.307925,-3.946561,,,0,KB004,,,
1175000,,"Résidence Agouti A","",5.305053,-3.945233,,,0,KB005,,,
1175001,,"Résidence Agouti R","",5.305414,-3.945119,,,0,KB005,,,
1175100,,"Cours la Source A","",5.301681,-3.946903,,,0,KB006,,,
1175101,,"Cours la Source R","",5.302778,-3.946031,,,0,KB006,,,
1175200,,"Terminus Mesano A","",5.300083,-3.949658,,,0,KB007,,,
1175300,,"Terminus Mesano R","",5.300214,-3.948508,,,0,KB008,,,
1175400,,"Pharmacie Prodomo A","",5.299353,-3.952761,,,0,KB009,,,
1175401,,"Pharmacie Prodomo R","",5.299844,-3.950297,,,0,KB009,,,
1175500,,"Inch Allach A","",5.298381,-3.95715,,,0,KB010,,,
1175501,,"Inch Allah R","",5.298464,-3.9563,,,0,KB010,,,
1175600,,"St François d'Assise A","",5.297544,-3.960953,,,0,KB011,,,
1175601,,"St François d'assise R","",5.297225,-3.961833,,,0,KB011,,,
1175700,,"Kmsi Port-Bouet 2 A","",5.296269,-3.966442,,,0,KB012,,,
1175701,,"Kmssi Port-Bouet 2 R","",5.2962,-3.966197,,,0,KB012,,,
1175800,,"Baradji","",5.297956,-3.958597,,,0,KB013,,,
1175900,,"Texaco Remblais A","",5.296639,-3.968392,,,0,KB014,,,
1175901,,"Texaco Remblais R","",5.296317,-3.967967,,,0,KB014,,,
1176000,,"Pharmacie Bagoe","",5.298044,-3.971281,,,0,KB015,,,
1176100,,"Terminus KNE ancien","",5.311978,-3.945361,,,0,KB016,,,
1176200,,"Garrage Akwaba A","",5.298806,-3.947558,,,0,KC001,,,
1176201,,"Garrage Akwaba R","",5.299553,-3.947278,,,0,KC001,,,
1176300,,"Pharmacie Regina","",5.298428,-3.949106,,,0,KC002,,,
1176301,,"2e Entrée Sogefia","",5.298461,-3.948269,,,0,KC002,,,
1176400,,"1ere Entrée Sogefia A","",5.297622,-3.952472,,,0,KC003,,,
1176401,,"1ere Entrée Sogefia R","",5.297594,-3.952025,,,0,KC003,,,
1176500,,"UTB Kmsi A","",5.295994,-3.957092,,,0,KC004,,,
1176501,,"UTB Kmsi R","",5.295908,-3.956906,,,0,KC004,,,
1176600,,"Pharmacie St François A","",5.295203,-3.960392,,,0,KC005,,,
1176601,,"Pharmacie St François R","",5.295261,-3.9597,,,0,KC005,,,
1176700,,"Pharmacie Iroko A","",5.294258,-3.964469,,,0,KC006,,,
1176701,,"Pharmacie Iroko R","",5.294167,-3.964344,,,0,KC006,,,
1176800,,"Pharmacie Soleil A","",5.293042,-3.969819,,,0,KC007,,,
1176801,,"Pharmacie Soleil R","",5.292975,-3.969661,,,0,KC007,,,
1176900,,"Pharmacie du Gabon A","",5.292769,-3.971028,,,0,KC008,,,
1176901,,"Pharmacie du Gabon R","",5.292608,-3.971278,,,0,KC008,,,
1177000,,"Shell Blvd Gabon A","",5.293028,-3.973542,,,0,KC009,,,
1177001,,"Shell Blvd Gabon R","",5.292747,-3.973278,,,0,KC009,,,
1177100,,"Gare Koumassi","",5.293431,-3.953733,,,0,KD001,,,
1177200,,"Terminus Koumassi R","",5.293853,-3.955919,,,0,KD002,,,
1177300,,"Grand marché Kmsi A","",5.292847,-3.960747,,,0,KD003,,,
1177301,,"Grand Marché Kmsi R","",5.29285,-3.960003,,,0,KD003,,,
1177400,,"Eglise St Etienne A","",5.292008,-3.964381,,,0,KD004,,,
1177401,,"Eglise St Etienne R","",5.29215,-3.963283,,,0,KD004,,,
1177500,,"Grande Mosquée Kmsi A","",5.291242,-3.967544,,,0,KD005,,,
1177501,,"Grande Mosquée de Kmssi R","",5.291372,-3.966556,,,0,KD005,,,
1177600,,"6e Arrondissement Kmssi A","",5.288942,-3.969256,,,0,KD006,,,
1177601,,"6e Arrondissement Kmsi R","",5.289783,-3.969397,,,0,KD006,,,
1177800,,"Terminus Koumassi A","",5.294125,-3.955314,,,0,KD008,,,
1177900,,"Eglise Dehima","",5.290828,-3.959703,,,0,KE001,,,
1177901,,"Collège Ajavon","",5.290994,-3.958178,,,0,KE001,,,
1178000,,"EPP BAD A","",5.289997,-3.962844,,,0,KE002,,,
1178001,,"EPP BAD R","",5.290072,-3.961906,,,0,KE002,,,
1178100,,"Centre Commercial Koumassi A","",5.288928,-3.967283,,,0,KE003,,,
1178101,,"Centre Commercial Koumassi R","",5.288911,-3.966964,,,0,KE003,,,
1178200,,"Arrêt DRB05","",5.285894,-3.953164,,,0,KF003,,,
1178300,,"Terminus 25","",5.288397,-3.954111,,,0,KG001,,,
1178400,,"Pharmacie St Lucien","",5.285825,-3.954164,,,0,KG002,,,
1178500,,"Stattion Vinko A","",5.284731,-3.958483,,,0,KG003,,,
1178501,,"Station Vinko R","",5.284728,-3.958125,,,0,KG003,,,
1178600,,"Station Shell Kssi","",5.284008,-3.961683,,,0,KG004,,,
1178601,,"Carrefour Lavage Kssi","",5.283997,-3.961072,,,0,KG004,,,
1178700,,"Garage Sodeci Kssi","",5.283903,-3.962592,,,0,KG005,,,
1178800,,"Pepinière Kmsi Sicogi","",5.285047,-3.964114,,,0,KG006,,,
1178801,,"Eglise Ste Trinité","",5.284822,-3.964206,,,0,KG006,,,
1178900,,"Pharmacie St Auguste A","",5.287592,-3.965072,,,0,KG007,,,
1178901,,"Pharmacie St Auguste R","",5.287392,-3.965069,,,0,KG007,,,
1179000,,"Digue Kmsi A","",5.277183,-3.967092,,,0,KI001,,,
1179001,,"DIGUE Koumassi","",5.275814,-3.966119,,,0,KI001,,,
1179101,,"CIE BIA SUD R","",5.281517,-3.969256,,,0,KI002,,,
1179200,,"Grd Carrefour Koumassi A","",5.284811,-3.969506,,,0,KI003,,,
1179201,,"Grd Carrefour Kmsi R","",5.286322,-3.970419,,,0,KI003,,,
1179300,,"Terminus Remblais R","",5.302897,-3.963997,,,0,KJ008,,,
1179301,,"Terminus remblais A","",5.302792,-3.963958,,,0,KJ008,,,
1179400,,"carrefour la Colombe A","",5.302361,-3.966458,,,0,KJ009,,,
1179401,,"Carroufour la Colombe R","",5.302378,-3.9661,,,0,KJ009,,,
1179500,,"Petroci A","",5.301733,-3.969219,,,0,KJ010,,,
1179501,,"Petroci R","",5.301703,-3.968956,,,0,KJ010,,,
1179600,,"Cash Ivoire Marcory","",5.298794,-3.971278,,,0,KJ011,,,
1179700,,"Hopital Generale de Kmsi","",5.286256,-3.968719,,,0,KN001,,,
1179800,,"CIE Camp Commando A","",5.283364,-3.967878,,,0,KN002,,,
1179801,,"CIE Camp Commando R","",5.283458,-3.968064,,,0,KN002,,,
1179900,,"Terminus Hopital de Kmsi","",5.286133,-3.968531,,,0,KN003,,,
1180200,,"Eglise sainte Thérèse R","",5.304172,-3.987025,,,0,MA018,,,
1180201,,"Eglise Sainte Thérèse A","",5.305475,-3.986081,,,0,MA018,,,
1180300,,"Station Corlay marcory R","",5.301103,-3.988803,,,0,MA019,,,
1180301,,"Boulangerie Pain Chaud Marcory","",5.301842,-3.988178,,,0,MA019,,,
1180500,,"Eglise Ste Bernadette","",5.298736,-3.972403,,,0,MB001,,,
1180600,,"Marché Marcory A","",5.300728,-3.975989,,,0,MB002,,,
1180601,,"Marché Marcory R","",5.300317,-3.975483,,,0,MB002,,,
1180700,,"Antenne Sicogi Marcory A","",5.301853,-3.978,,,0,MB003,,,
1180701,,"Antenne Sicogi Marcory A","",5.301981,-3.978564,,,0,MB003,,,
1180800,,"Quartier Mokey A","",5.303708,-3.981336,,,0,MB004,,,
1180801,,"Quartier Mokey R","",5.303536,-3.981294,,,0,MB004,,,
1180900,,"Arrêt Benson A","",5.305436,-3.984481,,,0,MB005,,,
1180901,,"Arrêt Benson R","",5.304339,-3.982664,,,0,MB005,,,
1181001,,"Carrefour Konankro R","",5.306267,-3.986169,,,0,MB006,,,
1181101,,"Arrêt Lamartine","",5.308022,-3.989428,,,0,MB007,,,
1181200,,"Eglise Protestante Bpte","",5.308497,-3.990497,,,0,MB008,,,
1181300,,"Station Total Marcory","",5.307594,-3.993331,,,0,MB009,,,
1181301,,"Pharmacie des Lagunes","",5.307283,-3.993706,,,0,MB009,,,
1181400,,"Hotel Hamanieh R","",5.305281,-3.988844,,,0,MD001,,,
1181401,,"Hotel Ibis Marcory A","",5.3049,-3.988761,,,0,MD001,,,
1181500,,"Pharmacie Petit Marché A","",5.302558,-3.985044,,,0,MD003,,,
1181501,,"Pharmacie petit marché R","",5.302361,-3.984942,,,0,MD003,,,
1181600,,"PMI Marcory R","",5.301019,-3.983789,,,0,MD004,,,
1181601,,"PMI Marcory A","",5.30125,-3.983525,,,0,MD004,,,
1181700,,"Orca A","",5.298986,-3.984331,,,0,MD005,,,
1181701,,"Orca R","",5.298769,-3.984236,,,0,MD005,,,
1181800,,"Quartier Hibiscus A","",5.297792,-3.982189,,,0,MD006,,,
1181801,,"Quartier Hibiscus R","",5.297419,-3.981828,,,0,MD006,,,
1181900,,"Pharmacie Tiacoh A","",5.296606,-3.980083,,,0,MD007,,,
1181901,,"Pharmacie Tiacoh R","",5.296689,-3.980425,,,0,MD007,,,
1182000,,"Clinique la Madone A","",5.294439,-3.976058,,,0,MD008,,,
1182001,,"Clinique la Madone R","",5.294033,-3.975592,,,0,MD008,,,
1182500,,"Chimtec Grd Carrefour Marcory","",5.300772,-3.989642,,,0,MF001,,,
1182501,,"Chimtec Grd Carrefour Marcory A","",5.299733,-3.9883,,,0,MF001,,,
1182600,,"CAP SUD A","",5.298764,-3.986114,,,0,MF002,,,
1182601,,"CAP SUD R","",5.298997,-3.986919,,,0,MF002,,,
1182700,,"DHL A","",5.295931,-3.981058,,,0,MF003,,,
1182701,,"DHL R","",5.295672,-3.980992,,,0,MF003,,,
1182800,,"Orange VGE/CI-TEL R","",5.2924,-3.975236,,,0,MF004,,,
1182900,,"Hotel Ibis Marcory A","",5.291297,-3.972681,,,0,MF005,,,
1182901,,"Hotel Ibis Marcory R","",5.291536,-3.973664,,,0,MF005,,,
1183000,,"Cité SOTRA","",5.287003,-3.9731,,,0,MH001,,,
1183001,,"MATAR Chop","",5.287739,-3.971908,,,0,MH001,,,
1183100,,"SIGA Sécurité A","",5.287106,-3.974117,,,0,MH002,,,
1183101,,"SIGA Sécurité R","",5.286806,-3.973903,,,0,MH002,,,
1183200,,"Jardin Gourmand A","",5.288481,-3.976567,,,0,MH003,,,
1183201,,"Jardin gourmand R","",5.288253,-3.976458,,,0,MH003,,,
1183300,,"SMO A","",5.290564,-3.980353,,,0,MH004,,,
1183301,,"SMO R","",5.290386,-3.980275,,,0,MH004,,,
1183400,,"NSIA Banque A","",5.290272,-3.982603,,,0,MH005,,,
1183401,,"NSIA Banque R","",5.290522,-3.982458,,,0,MH005,,,
1183500,,"Arrêt Mercedes","",5.287919,-3.982678,,,0,MH006,,,
1183501,,"Arrêt SGBCI R","",5.288247,-3.982553,,,0,MH006,,,
1183600,,"Arrêt SACO A","",5.285239,-3.983489,,,0,MH007,,,
1183601,,"Arrêt SACO R","",5.285464,-3.983225,,,0,MH007,,,
1184200,,"SIB A","",5.285347,-3.985517,,,0,MI006,,,
1184201,,"SIB R","",5.284892,-3.985406,,,0,MI006,,,
1184300,,"Patisserie Paul A","",5.288403,-3.988286,,,0,MI007,,,
1184301,,"Patisserie PAUL R","",5.288011,-3.987872,,,0,MI007,,,
1184400,,"DROCOLOR A","",5.2896,-3.990933,,,0,MI008,,,
1184401,,"DROCOLOR R","",5.289575,-3.991372,,,0,MI008,,,
1184500,,"Ecobank-Massarana","",5.299639,-3.984594,,,0,MK001,,,
1189100,,"Gare Sud","",5.314389,-4.018619,,,0,PA003,,,
1189200,,"PTT Plateau","",5.317758,-4.019681,,,0,PA004,,,
1189300,,"Cash Center Plateau","",5.320611,-4.019628,,,0,PA005,,,
1189400,,"SIB ALPHA 2000","",5.323653,-4.019631,,,0,PA006,,,
1189401,,"Galerie du parc","",5.322575,-4.019744,,,0,PA006,,,
1189500,,"60 lgts plateau","",5.325153,-4.020072,,,0,PA007,,,
1189900,,"Musée du Plateau R","",5.333683,-4.024472,,,0,PA011,,,
1189901,,"Musée du Plateau A","",5.333861,-4.024631,,,0,PA011,,,
1190000,,"Cité Administrative R","",5.331092,-4.023619,,,0,PB001,,,
1190100,,"CCIA R","",5.331808,-4.023097,,,0,PB002,,,
1190101,,"CCIA A","",5.331756,-4.021314,,,0,PB002,,,
1190200,,"Palais de Justice R","",5.330278,-4.020531,,,0,PB003,,,
1190201,,"Palais de justice A","",5.329917,-4.020628,,,0,PB003,,,
1190300,,"Cité financère plateau","",5.326531,-4.020564,,,0,PB004,,,
1191300,,"Hôtel de Ville","",5.3237,-4.0206,,,0,PC002,,,
1192100,,"Police Judiciaire Plateau","",5.329669,-4.021075,,,0,PJ001,,,
1192300,,"GL Plateau","",5.314203,-4.0175,,,0,PL002,,,
1192400,,"Arrêt Place Nelson Mandela","",5.315492,-4.018725,,,0,PM001,,,
1192500,,"CiC R","",5.277633,-4.008308,,,0,TA001,,,
1192501,,"CiC A","",5.277408,-4.008478,,,0,TA001,,,
1192600,,"Unilever R","",5.282389,-4.008281,,,0,TA002,,,
1192601,,"Unilever A","",5.282708,-4.008453,,,0,TA002,,,
1192700,,"Siège SOTRA R","",5.287867,-4.008247,,,0,TA003,,,
1192701,,"Siège SOTRA A","",5.286597,-4.008406,,,0,TA003,,,
1192900,,"Outillage Port R","",5.291872,-4.008192,,,0,TA005,,,
1192901,,"Outillage Port A","",5.292117,-4.008331,,,0,TA005,,,
1193200,,"Socimat R","",5.295039,-4.010472,,,0,TC001,,,
1193201,,"Socimat A","",5.294675,-4.010117,,,0,TC001,,,
1193300,,"Etablissement Rey Port R","",5.297956,-4.014317,,,0,TC002,,,
1193301,,"Etablissement Rey Port A","",5.297817,-4.0143,,,0,TC002,,,
1193400,,"Sovinci Port R","",5.300508,-4.017294,,,0,TC003,,,
1193401,,"SOVINCI Port A","",5.300528,-4.017522,,,0,TC003,,,
1193500,,"SOEM Port R","",5.303394,-4.021817,,,0,TC004,,,
1193501,,"SOEM Port A","",5.303142,-4.021611,,,0,TC004,,,
1193600,,"Direction Générale du Port R","",5.304769,-4.022564,,,0,TC005,,,
1193601,,"TERMINUS Commissariat du port","",5.304675,-4.023156,,,0,TC005,,,
1193700,,"Grand Moulin R","",5.306769,-4.021058,,,0,TC006,,,
1193701,,"Grand Moulin A","",5.306997,-4.021056,,,0,TC006,,,
1193800,,"Commissariat du Port R","",5.305306,-4.022639,,,0,TC007,,,
1193900,,"Commissariat du Port A","",5.305075,-4.023044,,,0,TC008,,,
1194000,,"Arrêt Bolloré","",5.308808,-4.017928,,,0,TD001,,,
1194001,,"Dispensaire du Pont FHB","",5.308778,-4.017711,,,0,TD001,,,
1194100,,"Terminus Marché Treichville","",5.310097,-4.014983,,,0,TD002,,,
1194200,,"Marché Treichville A","",5.31,-4.014414,,,0,TD005,,,
1194201,,"Marché Trechville R","",5.310025,-4.014042,,,0,TD005,,,
1194300,,"Avenue 11 Rue 12 A","",5.305811,-4.011781,,,0,TD006,,,
1194301,,"Avenue 11 Rue 12 R","",5.305653,-4.01185,,,0,TD006,,,
1194400,,"Avenue 15 Rue 12 A","",5.303942,-4.011133,,,0,TD007,,,
1194401,,"Avenue 15 Rue 12 R","",5.303969,-4.011264,,,0,TD007,,,
1194500,,"Avenue 19 Rue 12 A","",5.302728,-4.010711,,,0,TD008,,,
1194501,,"Avenue 19 Rue 12 R","",5.302564,-4.010769,,,0,TD008,,,
1194600,,"SITARAIL Treichville","",5.300572,-4.012656,,,0,TD009,,,
